URI,SmallURI,LargeURI,ImageWidth,Type,Priority,Caption,Taxon,Character,State,UseFor,TipStyle
resources/images/Fsantaclarensis/Fsantaclarensis_MLC_40x.jpg,,,600,image-local,,The cells in the middle of the leaf of Fissidens santa-clarensis,Fissidens santa-clarensis,,,,
resources/images/Fsantaclarensis/Fsantaclarensis_VCX_40x.jpg,,,600,image-local,,"A thin, profile-view slice of a leaf cut from the middle of the pocket leaf showing costa anatomy",Fissidens santa-clarensis,,,,
resources/images/Fsantaclarensis/Fsantaclarensis_VL_40x.jpg,,,600,image-local,,The tip of the pocket leaf of Fissidens santa-clarensis,Fissidens santa-clarensis,,,,
resources/images/Fsantaclarensis/Fsantaclarensis_WL_10x.jpg,,,600,image-local,,A Fissidens santa-clarensis leaf,Fissidens santa-clarensis,,,,
resources/images/Fscalaris/Fscalaris_APX_40x.jpg,,,600,image-local,,The tip of the leaf and ending of the midrib of Fissidens scalaris,Fissidens scalaris,,,,
resources/images/Fscalaris/Fscalaris_DCX_40x.jpg,,,600,image-local,,"A thin, profile-view slice of a leaf cut near the tip without the pocket showing leaf thickness",Fissidens scalaris,,,,
resources/images/Fscalaris/Fscalaris_JC_40x.jpg,,,600,image-local,,The cells next to the midrib of Fissidens scalaris,Fissidens scalaris,,,,
resources/images/Fscalaris/Fscalaris_MGN_40x.jpg,,,600,image-local,,The leaf edge of Fissidens scalaris,Fissidens scalaris,,,,
resources/images/Fscalaris/Fscalaris_MLC_40x.jpg,,,600,image-local,,The cells in the middle of the leaf of Fissidens scalaris,Fissidens scalaris,,,,
resources/images/Fscalaris/Fscalaris_VCX_40x.jpg,,,600,image-local,,"A thin, profile-view slice of a leaf cut from the middle of the pocket leaf showing costa anatomy",Fissidens scalaris,,,,
resources/images/Fscalaris/Fscalaris_VL_40x.jpg,,,600,image-local,,The tip of the pocket leaf of Fissidens scalaris,Fissidens scalaris,,,,
resources/images/Fscalaris/Fscalaris_WL_10x.jpg,,,600,image-local,,A Fissidens scalaris leaf,Fissidens scalaris,,,,
resources/images/Fserratus/Fserratus_APX_40x.jpg,,,600,image-local,,The tip of the leaf and ending of the midrib of Fissidens serratus,Fissidens serratus,,,,
resources/images/Fserratus/Fserratus_DCX_40x.jpg,,,600,image-local,,"A thin, profile-view slice of a leaf cut near the tip without the pocket showing leaf thickness",Fissidens serratus,,,,
resources/images/Fserratus/Fserratus_JC_40x.jpg,,,600,image-local,,The cells next to the midrib of Fissidens serratus,Fissidens serratus,,,,
resources/images/Fserratus/Fserratus_MGN_40x.jpg,,,600,image-local,,The leaf edge of Fissidens serratus,Fissidens serratus,,,,
resources/images/Fserratus/Fserratus_MLC_40x.jpg,,,600,image-local,,The cells in the middle of the leaf of Fissidens serratus,Fissidens serratus,,,,
resources/images/Fserratus/Fserratus_VCX_40x.jpg,,,600,image-local,,"A thin, profile-view slice of a leaf cut from the middle of the pocket leaf showing costa anatomy",Fissidens serratus,,,,
resources/images/Fserratus/Fserratus_VL_40x.jpg,,,600,image-local,,The tip of the pocket leaf of Fissidens serratus,Fissidens serratus,,,,
resources/images/Fserratus/Fserratus_WL_4x.jpg,,,600,image-local,,A Fissidens serratus leaf,Fissidens serratus,,,,
resources/images/Fsubbasilaris/Fsubbasilaris_APX_40x.jpg,,,600,image-local,,The tip of the leaf and ending of the midrib of Fissidens subbasilaris,Fissidens subbasilaris,,,,
resources/images/Fsubbasilaris/Fsubbasilaris_DCX_40x.jpg,,,600,image-local,,"A thin, profile-view slice of a leaf cut near the tip without the pocket showing leaf thickness",Fissidens subbasilaris,,,,
resources/images/Fsubbasilaris/Fsubbasilaris_JC_40x.jpg,,,600,image-local,,The cells next to the midrib of Fissidens subbasilaris,Fissidens subbasilaris,,,,
resources/images/Fsubbasilaris/Fsubbasilaris_MGN_40x.jpg,,,600,image-local,,The leaf edge of Fissidens subbasilaris,Fissidens subbasilaris,,,,
resources/images/Fsubbasilaris/Fsubbasilaris_MLC_40x.jpg,,,600,image-local,,The cells in the middle of the leaf of Fissidens subbasilaris,Fissidens subbasilaris,,,,
resources/images/Fsubbasilaris/Fsubbasilaris_VCX_40x.jpg,,,600,image-local,,"A thin, profile-view slice of a leaf cut from the middle of the pocket leaf showing costa anatomy",Fissidens subbasilaris,,,,
resources/images/Fsubbasilaris/Fsubbasilaris_VL_40x.jpg,,,600,image-local,,The tip of the pocket leaf of Fissidens subbasilaris,Fissidens subbasilaris,,,,
resources/images/Fsubbasilaris/Fsubbasilaris_WL_10x.jpg,,,600,image-local,,A Fissidens subbasilaris leaf,Fissidens subbasilaris,,,,
resources/images/Fsublimbatus/Fsublimbatus_APX_40x.jpg,,,600,image-local,,The tip of the leaf and ending of the midrib of Fissidens sublimbatus,Fissidens sublimbatus,,,,
resources/images/Fsublimbatus/Fsublimbatus_DCX_40x.jpg,,,600,image-local,,"A thin, profile-view slice of a leaf cut near the tip without the pocket showing leaf thickness",Fissidens sublimbatus,,,,
resources/images/Fsublimbatus/Fsublimbatus_JC_40x.jpg,,,600,image-local,,The cells next to the midrib of Fissidens sublimbatus,Fissidens sublimbatus,,,,
resources/images/Fsublimbatus/Fsublimbatus_MGN_40x.jpg,,,600,image-local,,The leaf edge of Fissidens sublimbatus,Fissidens sublimbatus,,,,
resources/images/Fsublimbatus/Fsublimbatus_MLC_40x.jpg,,,600,image-local,,The cells in the middle of the leaf of Fissidens sublimbatus,Fissidens sublimbatus,,,,
resources/images/Fsublimbatus/Fsublimbatus_VCX_40x.jpg,,,600,image-local,,"A thin, profile-view slice of a leaf cut from the middle of the pocket leaf showing costa anatomy",Fissidens sublimbatus,,,,
resources/images/Fsublimbatus/Fsublimbatus_VL_40x.jpg,,,600,image-local,,The tip of the pocket leaf of Fissidens sublimbatus,Fissidens sublimbatus,,,,
resources/images/Fsublimbatus/Fsublimbatus_WL_10x.jpg,,,600,image-local,,A Fissidens sublimbatus leaf,Fissidens sublimbatus,,,,
resources/images/Fsubmarginatus/Fsubmarginatus_APX_40x.jpg,,,600,image-local,,The tip of the leaf and ending of the midrib of Fissidens submarginatus,Fissidens submarginatus,,,,
resources/images/Fsubmarginatus/Fsubmarginatus_DCX_40x.jpg,,,600,image-local,,"A thin, profile-view slice of a leaf cut near the tip without the pocket showing leaf thickness",Fissidens submarginatus,,,,
resources/images/Fsubmarginatus/Fsubmarginatus_JC_40x.jpg,,,600,image-local,,The cells next to the midrib of Fissidens submarginatus,Fissidens submarginatus,,,,
resources/images/Fsubmarginatus/Fsubmarginatus_MGN_40x.jpg,,,600,image-local,,The leaf edge of Fissidens submarginatus,Fissidens submarginatus,,,,
resources/images/Fsubmarginatus/Fsubmarginatus_MLC_40x.jpg,,,600,image-local,,The cells in the middle of the leaf of Fissidens submarginatus,Fissidens submarginatus,,,,
resources/images/Fsubmarginatus/Fsubmarginatus_VCX_40x.jpg,,,600,image-local,,"A thin, profile-view slice of a leaf cut from the middle of the pocket leaf showing costa anatomy",Fissidens submarginatus,,,,
resources/images/Fsubmarginatus/Fsubmarginatus_VL_40x.jpg,,,600,image-local,,The tip of the pocket leaf of Fissidens submarginatus,Fissidens submarginatus,,,,
resources/images/Fsubmarginatus/Fsubmarginatus_WL_10x.jpg,,,600,image-local,,A Fissidens submarginatus leaf,Fissidens submarginatus,,,,
resources/images/Ftaxifolius/Ftaxifolius_APX_40x.jpg,,,600,image-local,,The tip of the leaf and ending of the midrib of Fissidens taxifolius,Fissidens taxifolius,,,,
resources/images/Ftaxifolius/Ftaxifolius_DCX_40x.jpg,,,600,image-local,,"A thin, profile-view slice of a leaf cut near the tip without the pocket showing leaf thickness",Fissidens taxifolius,,,,
resources/images/Ftaxifolius/Ftaxifolius_JC_40x.jpg,,,600,image-local,,The cells next to the midrib of Fissidens taxifolius,Fissidens taxifolius,,,,
resources/images/Ftaxifolius/Ftaxifolius_MGN_40x.jpg,,,600,image-local,,The leaf edge of Fissidens taxifolius,Fissidens taxifolius,,,,
resources/images/Ftaxifolius/Ftaxifolius_MLC_40x.jpg,,,600,image-local,,The cells in the middle of the leaf of Fissidens taxifolius,Fissidens taxifolius,,,,
resources/images/Ftaxifolius/Ftaxifolius_VCX_40x.jpg,,,600,image-local,,"A thin, profile-view slice of a leaf cut from the middle of the pocket leaf showing costa anatomy",Fissidens taxifolius,,,,
resources/images/Ftaxifolius/Ftaxifolius_VL_40x.jpg,,,600,image-local,,The tip of the pocket leaf of Fissidens taxifolius,Fissidens taxifolius,,,,
resources/images/Ftaxifolius/Ftaxifolius_WL_40x.jpg,,,600,image-local,,A Fissidens taxifolius leaf,Fissidens taxifolius,,,,
resources/images/Ftaylorii/Ftaylorii_APX_40x.jpg,,,600,image-local,,The tip of the leaf and ending of the midrib of Fissidens taylorii,Fissidens taylorii,,,,
resources/images/Ftaylorii/Ftaylorii_DCX_40x.jpg,,,600,image-local,,"A thin, profile-view slice of a leaf cut near the tip without the pocket showing leaf thickness",Fissidens taylorii,,,,
resources/images/Ftaylorii/Ftaylorii_JC_40x.jpg,,,600,image-local,,The cells next to the midrib of Fissidens taylorii,Fissidens taylorii,,,,
resources/images/Ftaylorii/Ftaylorii_MGN_40x.jpg,,,600,image-local,,The leaf edge of Fissidens taylorii,Fissidens taylorii,,,,
resources/images/Ftaylorii/Ftaylorii_MLC_40x.jpg,,,600,image-local,,The cells in the middle of the leaf of Fissidens taylorii,Fissidens taylorii,,,,
resources/images/Ftaylorii/Ftaylorii_VCX_40x.jpg,,,600,image-local,,"A thin, profile-view slice of a leaf cut from the middle of the pocket leaf showing costa anatomy",Fissidens taylorii,,,,
resources/images/Ftaylorii/Ftaylorii_VL_40x.jpg,,,600,image-local,,The tip of the pocket leaf of Fissidens taylorii,Fissidens taylorii,,,,
resources/images/Ftaylorii/Ftaylorii_WL_10x.jpg,,,600,image-local,,A Fissidens taylorii leaf,Fissidens taylorii,,,,
resources/images/Fventricosus/Fventricosus_APX_40x.jpg,,,600,image-local,,The tip of the leaf and ending of the midrib of Fissidens ventricosus,Fissidens ventricosus,,,,
resources/images/Fventricosus/Fventricosus_DCX_40x.jpg,,,600,image-local,,"A thin, profile-view slice of a leaf cut near the tip without the pocket showing leaf thickness",Fissidens ventricosus,,,,
resources/images/Fventricosus/Fventricosus_JC_40x.jpg,,,600,image-local,,The cells next to the midrib of Fissidens ventricosus,Fissidens ventricosus,,,,
resources/images/Fventricosus/Fventricosus_MGN_40x.jpg,,,600,image-local,,The leaf edge of Fissidens ventricosus,Fissidens ventricosus,,,,
resources/images/Fventricosus/Fventricosus_MLC_40x.jpg,,,600,image-local,,The cells in the middle of the leaf of Fissidens ventricosus,Fissidens ventricosus,,,,
resources/images/Fventricosus/Fventricosus_VCX_40x.jpg,,,600,image-local,,"A thin, profile-view slice of a leaf cut from the middle of the pocket leaf showing costa anatomy",Fissidens ventricosus,,,,
resources/images/Fventricosus/Fventricosus_VL_40x.jpg,,,600,image-local,,The tip of the pocket leaf of Fissidens ventricosus,Fissidens ventricosus,,,,
resources/images/Fventricosus/Fventricosus_WL_4x.jpg,,,600,image-local,,A Fissidens ventricosus leaf,Fissidens ventricosus,,,,
resources/images/Fzollingeri/Fzollingeri_APX_40x.jpg,,,600,image-local,,The tip of the leaf and ending of the midrib of Fissidens zollingeri,Fissidens zollingeri,,,,
resources/images/Fzollingeri/Fzollingeri_DCX_40x.jpg,,,600,image-local,,"A thin, profile-view slice of a leaf cut near the tip without the pocket showing leaf thickness",Fissidens zollingeri,,,,
resources/images/Fzollingeri/Fzollingeri_JC_40x.jpg,,,600,image-local,,The cells next to the midrib of Fissidens zollingeri,Fissidens zollingeri,,,,
resources/images/Fzollingeri/Fzollingeri_MGN.jpg,,,600,image-local,,The leaf edge of Fissidens zollinger,Fissidens zollingeri,,,,
resources/images/Fzollingeri/Fzollingeri_MLC.jpg,,,600,image-local,,The cells in the middle of the leaf of Fissidens zollingeri,Fissidens zollingeri,,,,
resources/images/Fzollingeri/Fzollingeri_VCX.jpg,,,600,image-local,,"A thin, profile-view slice of a leaf cut from the middle of the pocket leaf showing costa anatomy",Fissidens zollingeri,,,,
resources/images/Fzollingeri/Fzollingeri_VL_40x.jpg,,,600,image-local,,The tip of the pocket leaf of Fissidens zollingeri,Fissidens zollingeri,,,,
resources/images/Fzollingeri/Fzollingeri_WL_10x.jpg,,,600,image-local,,A Fissidens zollingeri leaf,Fissidens zollingeri,,,,
resources/images/Fhyalinus/Fhyalinus_WL_10x.jpg,,,600,image-local,,Costa example,,costa,,"full,tip",
resources/images/Fpolypodioides/Fpolypodioides_WL_2x.jpg,,,600,image-local,,Vaginate lamina length example,,vaginate-lamina-length,,"full,tip",
resources/images/Fserratus/Fserratus_WL_4x.jpg,,,600,image-local,,Vaginate lamina alignment example,,vaginate-lamina-alignment,,"full,tip",
resources/images/Fserratus/Fserratus_WL_4x.jpg,,,600,image-local,,Minor vaginate lamina apex example,,vaginate-lamina-minor-lamina-apex,,"full,tip",
resources/images/Fpauperculus/Fpauperculus_MGN_40x.jpg,,,600,image-local,,Lamina margin example,,lamina-margin,,"full,tip",
resources/images/Fsubmarginatus/Fsubmarginatus_WL_10x.jpg,,,600,image-local,,Limbidium example,,limbidium,,"full,tip",
resources/images/Fserratus/Fserratus_APX_40x.jpg,,,600,image-local,,Costa apex ending example,,costa-apex-ending,,"full,tip",
resources/images/Fclosteri/Fclosteri_VCX_40x.jpg,,,600,image-local,,Costa anatomy example,,costa-anatomy,,"full,tip",
resources/images/Faphelotaxifolius/Faphelotaxifolius_DCX_40x.jpg,,,600,image-local,,Lamina cell thickness example,,lamina-cell-thickness,,"full,tip",
resources/images/Fpauperculus/Fpauperculus_MLC_40x.jpg,,,600,image-local,,Lamina cell ornamentation example,,lamina-cell-ornamentation,,"full,tip",
resources/images/Fpauperculus/Fpauperculus_MLC_40x.jpg,,,600,image-local,,Lamina cell shape example,,lamina-cell-shape,,"full,tip",
resources/images/Fpauperculus/Fpauperculus_JC_40x.jpg,,,600,image-local,,Juxtacostal cells example,,juxtacostal-cells,,"full,tip",
